0.000655697,0.000625618,0.000650459,0.00072765,0.000755186
0.00069523,0.000742238,0.000735574,0.000719486,0.000831141
0.000428413,0.000420724,0.000453254,0.000463592,0.000505711
0.000406589,0.00041031,0.000445509,0.000444537,0.000456952
0.000347612,0.000352533,0.000361188,0.000376567,0.000350862
0.00025791,0.000254659,0.000247553,0.000237426,0.000203371
0.000342812,0.000329763,0.000281792,0.000265444,0.000222834
9.41664e-05,0.000101202,8.74743e-05,6.50188e-05,5.50176e-05
0.00125851,0.00125823,0.00126349,0.00127373,0.00128484
0.000225698,0.000215342,0.000223889,0.000250449,0.000259913
0.000205898,0.000219812,0.000217843,0.000213078,0.000246137
0.000160869,0.000157983,0.000170198,0.000174071,0.000189891
0.000155088,0.000156505,0.000169926,0.000169552,0.000174291
0.000151784,0.000153936,0.000157724,0.000164429,0.000153201
0.000131558,0.0001299,0.000126276,0.000121111,0.000103738
0.000151958,0.000146167,0.000124909,0.000117663,9.87753e-05
3.8136e-05,4.09864e-05,3.54272e-05,2.63326e-05,2.22827e-05
0.000246961,0.000235634,0.000244986,0.000274042,0.000284403
0.000276187,0.000294858,0.000292206,0.000285818,0.000330157
0.000184156,0.00018085,0.000194827,0.000199282,0.00021738
0.000185199,0.000186895,0.00020292,0.000202477,0.000208116
0.00014673,0.000148798,0.000152462,0.000158942,0.000148102
0.000120212,0.0001187,0.000115386,0.000110672,9.47932e-05
0.000184145,0.000177137,0.000151375,0.000142591,0.000119705
3.40497e-05,3.65949e-05,3.16319e-05,2.35112e-05,1.98951e-05
