0.00222818,0.0020911,0.00179879,0.00190624,0.00190456,0.00182531
0.00140237,0.00135754,0.00143428,0.00141674,0.00132096,0.00139353
0.000806456,0.000712562,0.000873293,0.000801742,0.000920475,0.000842017
0.000639214,0.000795071,0.000686835,0.000698837,0.000691122,0.000774672
0.000592381,0.000710522,0.000587564,0.000697418,0.000638571,0.000647459
0.000486525,0.000324675,0.000495226,0.000418973,0.000441668,0.000427013
0.00050886,0.000586858,0.00057492,0.000544628,0.000544221,0.000526619
0.000422032,0.000437975,0.000386563,0.00044551,0.000425508,0.000450618
0.00270732,0.00268054,0.00262906,0.00265868,0.00264854,0.0026442
0.000766633,0.000719289,0.000618921,0.000655851,0.000655228,0.000627972
0.000415219,0.000401911,0.000424626,0.0004195,0.000391144,0.000412603
0.000302788,0.000267549,0.000327876,0.00030102,0.00034558,0.000316132
0.000243812,0.000303226,0.000261968,0.00026654,0.000263595,0.000295454
0.000258638,0.000310212,0.000256543,0.000304484,0.000278821,0.000282692
0.000248163,0.000165617,0.000252589,0.000213706,0.000225283,0.000217804
0.000225558,0.000260116,0.000254819,0.000241399,0.000241216,0.000233416
0.000170888,0.000177342,0.00015653,0.000180405,0.000172298,0.00018246
0.000838881,0.000787079,0.000677245,0.000717661,0.000716979,0.000687147
0.000556982,0.000539141,0.000569607,0.000562714,0.000524675,0.000553475
0.000346633,0.000306286,0.000375354,0.000344606,0.000395615,0.000361901
0.000291148,0.000362101,0.000312829,0.00031829,0.000314771,0.000352818
0.000250016,0.000299873,0.000247989,0.000294336,0.000269523,0.000273267
0.000226766,0.000151341,0.000230821,0.000195285,0.00020586,0.000199031
0.000273346,0.000315226,0.000308811,0.000292544,0.000292321,0.000282873
0.000152577,0.000158339,0.000139757,0.000161074,0.000153834,0.000162909
