0.00175119,0.00191497,0.00196276,0.00191646
0.00131297,0.00141424,0.0014404,0.00142557
0.00083862,0.0008499,0.0008443,0.000872595
0.000767623,0.000701108,0.000746145,0.000787133
0.000681389,0.000616812,0.000607869,0.000670632
0.000463014,0.000423758,0.000400234,0.000401147
0.000529704,0.000579072,0.000535394,0.000467306
0.000461971,0.000419282,0.000447548,0.000428414
0.00263051,0.00265121,0.00266672,0.00266248
0.000602503,0.000658787,0.000675249,0.000659321
0.000388767,0.000418754,0.00042646,0.000422082
0.000314855,0.000319089,0.000316971,0.000327618
0.000292763,0.000267405,0.000284578,0.000300204
0.000297493,0.000269317,0.000265404,0.000292807
0.000236166,0.000216144,0.000204149,0.00020462
0.000234787,0.000256661,0.000237302,0.000207136
0.000187055,0.000169777,0.000181222,0.000173471
0.000659281,0.000720873,0.000738886,0.000721457
0.000521498,0.000561716,0.000572064,0.000566184
0.000360446,0.000365285,0.000362872,0.000375052
0.000349605,0.000319324,0.000339827,0.000358493
0.000287575,0.000260337,0.000256556,0.000283044
0.000215808,0.000197513,0.000186551,0.00018698
0.000284527,0.000311043,0.000287578,0.000251017
0.000167011,0.000151582,0.000161803,0.000154882
